Date,Flow ID,Flow Name,Message ID,Message Name,Message Channel,Status,Total Recipients,Total Delivered,Unique Opens,Unique Clicks,Unique Unsubscribes,Bounces,Total Opens,Total Apple Privacy Opens,Unique Apple Privacy Opens,Open Rate,Total Clicks,Click Rate,Total Unsubscribes,Spam Complaints,Unsubscribe Rate,Bounce Rate,Spam Complaints Rate,Total Placed Order,Avg Placed Order,Unique Placed Order,Avg Unique Placed Order,Total Placed Order Value,Avg Placed Order Value,Placed Order Rate,Revenue Per Recipient (RPR),Tags,Message Status,Region,Persona
Sep 20 2025 - Mar 20 2026,UVasee,Tory_Burch_PayBylink,SVt3Ss,EU_Trigger_Transactional_PayByLink,Email,Live,4,4,2,1,1,0,11,2,1,50.00%,1,25.00%,1,0,25.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,EU,#N/A
Sep 20 2025 - Mar 20 2026,SaeYGN,Tory_Burch_PaybyLink_Order_Confirmation,VjWtYN,EU_Trigger_Transactional_OrderConfirmation,Email,Live,93,93,79,22,0,0,197,82,45,84.95%,55,23.66%,0,0,0.00%,0.00%,0.00%,1,1.00,1,1,314.74,314.74,1.08%,3.38,"EU, Transactional",live,EU,#N/A
Sep 20 2025 - Mar 20 2026,RNTtfr,Tory_Burch_Refunded_Order,U55SFK,EU_Trigger_Transactional_RefundDetails,Email,Live,"1,069","1,069",774,17,0,0,"1,782",879,508,72.40%,24,1.59%,0,0,0.00%,0.00%,0.00%,2,1.00,2,1,206.36,103.18,0.19%,0.19,"EU, Transactional",live,EU,#N/A
Sep 20 2025 - Mar 20 2026,U2entr,Tory_Burch_Reset_Password,XwsT8Z,EU_Trigger_Transactional_PasswordReset,Email,Live,752,752,503,480,1,0,"1,001",424,259,66.89%,681,63.83%,1,0,0.13%,0.00%,0.00%,169,1.07,158,1,"47,227.87",279.45,21.01%,62.80,"EU, Transactional",live,EU,#N/A
Sep 20 2025 - Mar 20 2026,XLea9c,Tory_Burch_Returned_Order,X4zRbb,EU_Trigger_Transactional_ReturnOrderConfirmation,Email,Live,196,196,158,56,0,0,383,182,96,80.61%,102,28.57%,0,0,0.00%,0.00%,0.00%,1,1.00,1,1,185.48,185.48,0.51%,0.95,"EU, Transactional",live,EU,#N/A
Sep 20 2025 - Mar 20 2026,VhGUAz,FR_AbandonBrowse,VgKKfQ,FR_Trigger_Marketing_Abandon_Browse_Touch1,Email,Live,"12,381","12,336","4,397",890,9,45,"12,170","6,638","2,805",35.64%,"1,806",7.22%,9,3,0.07%,0.36%,0.02%,22,1.10,20,1,"8,613.82",391.54,0.16%,0.70,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,VhGUAz,FR_AbandonBrowse,XRtc5J,FR_Trigger_Marketing_Abandon_Browse_Touch1-Sale,Email,Live,"11,378","11,317","3,936",874,10,61,"9,938","5,641","2,565",34.78%,"1,715",7.72%,10,4,0.09%,0.54%,0.04%,35,1.03,34,1,"8,635.66",246.73,0.30%,0.76,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,VhGUAz,FR_AbandonBrowse,UjGrg2,FR_Trigger_Marketing_Abandon_Browse_Touch1_3Recs,Email,Live,414,414,242,29,0,0,481,229,151,58.45%,56,7.01%,0,0,0.00%,0.00%,0.00%,1,1.00,1,1,412.50,412.50,0.24%,1.00,"Marketing, EU, FR",deleted,FR,#N/A
Sep 20 2025 - Mar 20 2026,VhGUAz,FR_AbandonBrowse,Vd5Efb,FR_Trigger_Marketing_Abandon_Browse_Touch1_3Recs,Email,Live,217,217,135,20,0,0,214,139,99,62.21%,25,9.22%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, FR",deleted,FR,#N/A
Sep 20 2025 - Mar 20 2026,VhGUAz,FR_AbandonBrowse,XDeF8D,FR_Trigger_Marketing_Abandon_Browse_Touch1_6Recs,Email,Live,476,475,264,39,0,1,539,281,165,55.58%,66,8.21%,0,0,0.00%,0.21%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, FR",deleted,FR,#N/A
Sep 20 2025 - Mar 20 2026,VhGUAz,FR_AbandonBrowse,SZkZkS,FR_Trigger_Marketing_Abandon_Browse_Touch2,Email,Live,"24,196","24,053","6,787","1,521",19,143,"22,884","12,530","4,404",28.22%,"3,104",6.32%,19,6,0.08%,0.59%,0.03%,36,1.06,34,1,"9,418.18",261.62,0.14%,0.39,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,VyNYYD,FR_AbandonBrowse_HolidayEvent,Xz7DnM,FR_Trigger_Marketing_Abandon_Browse_Touch1-HolidayEvent,Email,Draft,"1,869","1,867","1,032",171,1,2,"1,913","1,018",642,55.28%,276,9.16%,1,0,0.05%,0.11%,0.00%,6,1.00,6,1,"2,862.67",477.11,0.32%,1.53,"Marketing, EU, FR",draft,FR,#N/A
Sep 20 2025 - Mar 20 2026,VyNYYD,FR_AbandonBrowse_HolidayEvent,XmeSv8,FR_Trigger_Marketing_Abandon_Browse_Touch1-Sale-HolidayEvent,Email,Draft,"1,660","1,656",913,272,0,4,"1,723",886,555,55.13%,466,16.43%,0,0,0.00%,0.24%,0.00%,17,1.00,17,1,"3,246.51",190.97,1.03%,1.96,"Marketing, EU, FR",draft,FR,#N/A
Sep 20 2025 - Mar 20 2026,VyNYYD,FR_AbandonBrowse_HolidayEvent,UDTbbj,FR_Trigger_Marketing_Abandon_Browse_Touch2-HolidayEvent,Email,Draft,"3,113","3,108","1,601",278,4,5,"3,189","1,677",996,51.51%,460,8.95%,4,0,0.13%,0.16%,0.00%,10,1.00,10,1,"2,923.77",292.38,0.32%,0.94,"Marketing, EU, FR",draft,FR,#N/A
Sep 20 2025 - Mar 20 2026,QSuzCw,FR_AbandonCart,RGidmf,FR_Trigger_Marketing_Abandon_Cart_Touch1,Email,Live,"1,426","1,420",788,166,2,6,"1,472",749,478,55.49%,289,11.69%,2,0,0.14%,0.42%,0.00%,16,1.00,16,1,"5,258.00",328.63,1.13%,3.70,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,QSuzCw,FR_AbandonCart,RpNc8c,FR_Trigger_Marketing_Abandon_Cart_Touch1-Sale,Email,Live,"2,786","2,769","1,284",269,1,17,"2,592","1,464",832,46.37%,546,9.72%,1,0,0.04%,0.61%,0.00%,35,1.06,33,1,"9,412.17",268.92,1.19%,3.40,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,QSuzCw,FR_AbandonCart,WRukSy,FR_Trigger_Marketing_Abandon_Cart_Touch1_BSMV,Email,Live,99,99,45,7,0,0,134,67,33,45.46%,10,7.07%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, FR",deleted,FR,#N/A
Sep 20 2025 - Mar 20 2026,QSuzCw,FR_AbandonCart,Wb8XNz,FR_Trigger_Marketing_Abandon_Cart_Touch1_BSMV,Email,Live,186,186,118,18,0,0,189,94,70,63.44%,30,9.68%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, FR",deleted,FR,#N/A
Sep 20 2025 - Mar 20 2026,QSuzCw,FR_AbandonCart,XZtrEf,FR_Trigger_Marketing_Abandon_Cart_Touch1_YMAL,Email,Live,130,130,64,16,0,0,174,57,38,49.23%,32,12.31%,0,0,0.00%,0.00%,0.00%,2,1.00,2,1,625.00,312.50,1.54%,4.81,"Marketing, EU, FR",deleted,FR,#N/A
Sep 20 2025 - Mar 20 2026,QSuzCw,FR_AbandonCart,XkxNGr,FR_Trigger_Marketing_Abandon_Cart_Touch2,Email,Live,"4,440","4,403","1,997",525,4,37,"4,564","2,311","1,252",45.36%,995,11.92%,4,1,0.09%,0.83%,0.02%,36,1.06,34,1,"10,060.27",279.45,0.77%,2.28,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,XD6Ubw,FR_AbandonCart_HolidayEvent,X7imWD,FR_Trigger_Marketing_Abandon_Cart_Touch1-HolidayEvent,Email,Draft,494,494,308,71,0,0,548,283,187,62.35%,133,14.37%,0,1,0.00%,0.00%,0.20%,9,1.13,8,1,"1,692.50",188.06,1.62%,3.43,"Marketing, EU, FR",draft,FR,#N/A
Sep 20 2025 - Mar 20 2026,XD6Ubw,FR_AbandonCart_HolidayEvent,Tre6xV,FR_Trigger_Marketing_Abandon_Cart_Touch1-Sale-HolidayEvent,Email,Draft,511,510,313,98,0,1,593,279,190,61.37%,171,19.22%,0,0,0.00%,0.20%,0.00%,16,1.14,14,1,"3,433.36",214.59,2.75%,6.73,"Marketing, EU, FR",draft,FR,#N/A
Sep 20 2025 - Mar 20 2026,XD6Ubw,FR_AbandonCart_HolidayEvent,UWksU5,FR_Trigger_Marketing_Abandon_Cart_Touch2-HolidayEvent,Email,Draft,869,869,510,125,1,0,910,499,320,58.69%,212,14.38%,1,0,0.12%,0.00%,0.00%,6,1.00,6,1,"1,220.84",203.47,0.69%,1.40,"Marketing, EU, FR",draft,FR,#N/A
Sep 20 2025 - Mar 20 2026,WUWxwY,FR_LowInventory,Y5BacP,FR_Trigger_Marketing_LowInventory,Email,Live,"2,194","2,183",969,228,5,11,"1,897","1,057",593,44.39%,352,10.44%,5,2,0.23%,0.50%,0.09%,7,1.00,7,1,"1,686.34",240.91,0.32%,0.77,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,VBxNzc,FR_Onboarding,RHSqXN,FR_Trigger_Marketing_Onboarding_J1,Email,Live,"5,170","4,995","3,062",583,32,175,"5,099","2,616","1,864",61.30%,919,11.67%,32,6,0.64%,3.39%,0.12%,77,1.04,74,1,"25,567.43",332.04,1.48%,5.12,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,VBxNzc,FR_Onboarding,RpEYVB,FR_Trigger_Marketing_Onboarding_J1_Control,Email,Live,196,186,124,26,1,10,263,112,80,66.67%,44,13.98%,1,0,0.54%,5.10%,0.00%,7,1.00,7,1,"2,610.66",372.95,3.76%,14.04,"Marketing, EU, FR",deleted,FR,#N/A
Sep 20 2025 - Mar 20 2026,VBxNzc,FR_Onboarding,XjkrJh,FR_Trigger_Marketing_Onboarding_J2,Email,Live,"4,840","4,793","2,548",323,14,47,"3,704","2,177","1,632",53.16%,455,6.74%,14,2,0.29%,0.97%,0.04%,3,1.00,3,1,504.17,168.06,0.06%,0.11,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,VBxNzc,FR_Onboarding,RequeP,FR_Trigger_Marketing_Onboarding_J3_Control,Email,Live,"4,413","4,379","2,280",308,18,34,"3,247","1,889","1,454",52.07%,441,7.03%,18,2,0.41%,0.77%,0.05%,3,1.00,3,1,639.17,213.06,0.07%,0.15,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,VBxNzc,FR_Onboarding,TJUkSH,FR_Trigger_Marketing_Onboarding_J3_Test,Email,Live,212,209,109,17,2,3,146,91,70,52.15%,22,8.13%,2,0,0.96%,1.42%,0.00%,1,1.00,1,1,162.50,162.50,0.48%,0.78,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,VBxNzc,FR_Onboarding,Yq82gK,FR_Trigger_Marketing_Onboarding_J4,Email,Live,"4,239","4,209","2,000",225,4,30,"2,860","1,745","1,336",47.52%,334,5.35%,4,3,0.10%,0.71%,0.07%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,T4UVvZ,FR_PostPurchase_FirstPurchase,URkP2u,FR_Trigger_Marketing_PostPurchase_FirstPurchase_D0,Email,Live,785,779,631,72,1,6,"1,318",530,346,81.00%,103,9.24%,1,1,0.13%,0.76%,0.13%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, FR",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,Y9UwB2,FR_WinBack_2,S4Yz7y,FR_Trigger_Marketing_WinBack_Touch1,Email,Draft,27,27,15,3,0,0,40,14,11,55.56%,4,11.11%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, FR",draft,FR,#N/A
Sep 20 2025 - Mar 20 2026,Y9UwB2,FR_WinBack_2,V8wxU2,FR_Trigger_Marketing_WinBack_Touch2,Email,Draft,12,12,5,1,0,0,47,13,5,41.67%,1,8.33%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, FR",draft,FR,#N/A
Sep 20 2025 - Mar 20 2026,Y9UwB2,FR_WinBack_2,YbzLG7,FR_Trigger_Marketing_WinBack_Touch3,Email,Draft,7,7,3,1,0,0,3,2,2,42.86%,1,14.29%,0,0,0.00%,0.00%,0.00%,1,1.00,1,1,256.25,256.25,14.29%,36.61,"Marketing, EU, FR",draft,FR,#N/A
Sep 20 2025 - Mar 20 2026,YnxcHZ,Tory_Burch_Confirmed_Shipment,WqQNwJ,FR_Trigger_Transactional_ShipConfirmation,Email,Live,"2,156","2,147","1,501",550,0,9,"4,167","1,734",887,69.91%,996,25.62%,0,0,0.00%,0.42%,0.00%,10,1.00,10,1,"2,395.82",239.58,0.47%,1.12,"EU, Transactional",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,TYG8jh,Tory_Burch_OrderCancellation,SE2LJD,FR_Trigger_Transactional_OrderCancellation,Email,Live,27,27,22,1,0,0,47,26,14,81.48%,1,3.70%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,TtX6eb,Tory_Burch_Order_Confirmation_Placed_Order,WNV6cX,FR_Trigger_Transactional_OrderConfirmation_PlacedOrder,Email,Live,"2,145","2,126","1,532",468,4,19,"4,776","1,850",918,72.06%,963,22.01%,4,1,0.19%,0.89%,0.05%,16,1.07,15,1,"2,959.18",184.95,0.71%,1.39,"EU, Transactional",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,XgV87J,Tory_Burch_PayByLink_AuthorizeFailure,RDKGy7,FR_Trigger_Transactional_AuthorizationFailure,Email,Live,1,1,1,0,0,0,1,0,0,100.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,UVasee,Tory_Burch_PayBylink,VNEvVp,FR_Trigger_Transactional_PayByLink,Email,Live,10,10,8,1,0,0,17,4,2,80.00%,1,10.00%,0,0,0.00%,0.00%,0.00%,1,1.00,1,1,287.50,287.50,10.00%,28.75,"EU, Transactional",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,SaeYGN,Tory_Burch_PaybyLink_Order_Confirmation,RPHXje,FR_Trigger_Transactional_OrderConfirmation,Email,Live,42,42,32,10,0,0,124,33,19,76.19%,23,23.81%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,RNTtfr,Tory_Burch_Refunded_Order,TYsCkm,FR_Trigger_Transactional_RefundDetails,Email,Live,333,332,238,6,0,1,532,247,142,71.69%,7,1.81%,0,1,0.00%,0.30%,0.30%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"EU, Transactional",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,U2entr,Tory_Burch_Reset_Password,QT99ni,FR_Trigger_Transactional_PasswordReset,Email,Live,273,273,170,160,2,0,382,154,91,62.27%,206,58.61%,2,0,0.73%,0.00%,0.00%,43,1.05,41,1,"11,463.42",266.59,15.02%,41.99,"EU, Transactional",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,XLea9c,Tory_Burch_Returned_Order,U27Srs,FR_Trigger_Transactional_ReturnOrderConfirmation,Email,Live,77,77,70,38,0,0,212,67,36,90.91%,93,49.35%,0,0,0.00%,0.00%,0.00%,1,1.00,1,1,204.17,204.17,1.30%,2.65,"EU, Transactional",live,FR,#N/A
Sep 20 2025 - Mar 20 2026,SWsiJh,HK_Birthday,Sjrg7E,HK_Trigger_Marketing_Birthday,Email,Live,"13,674","13,125","6,001",198,15,549,"8,306","5,868","4,477",45.72%,285,1.51%,15,3,0.11%,4.02%,0.02%,1,1.00,1,1,400.00,400.00,0.01%,0.03,"Marketing, APAC, HK",live,HK,#N/A
Sep 20 2025 - Mar 20 2026,TyaMwQ,HK_Onboarding,X92yxN,HK_Trigger_Marketing_Onboarding_J1,Email,Live,"1,692","1,240",668,135,9,452,"1,339",528,392,53.87%,279,10.89%,9,1,0.73%,26.71%,0.08%,7,1.00,7,1,"3,190.75",455.82,0.56%,2.57,"Marketing, APAC, HK",live,HK,#N/A
Sep 20 2025 - Mar 20 2026,TqZLKB,IT_AbandonBrowse,WideNy,IT_Trigger_Marketing_Abandon_Browse_Touch1,Email,Live,"15,233","15,196","4,755",886,9,37,"13,405","7,725","3,217",31.29%,"1,593",5.83%,9,1,0.06%,0.24%,0.01%,11,1.10,10,1,"5,685.29",516.84,0.07%,0.37,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,TqZLKB,IT_AbandonBrowse,QZyQCv,IT_Trigger_Marketing_Abandon_Browse_Touch1-Sale,Email,Live,"15,125","15,050","5,180","1,275",13,75,"12,572","7,467","3,482",34.42%,"2,504",8.47%,13,1,0.09%,0.50%,0.01%,53,1.04,51,1,"11,101.87",209.47,0.34%,0.74,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,TqZLKB,IT_AbandonBrowse,RVUZbu,IT_Trigger_Marketing_Abandon_Browse_Touch1_3Recs,Email,Live,637,636,349,40,0,1,610,301,205,54.87%,55,6.29%,0,0,0.00%,0.16%,0.00%,1,1.00,1,1,282.79,282.79,0.16%,0.44,"Marketing, EU, IT",deleted,IT,#N/A
Sep 20 2025 - Mar 20 2026,TqZLKB,IT_AbandonBrowse,UqsrAS,IT_Trigger_Marketing_Abandon_Browse_Touch1_6Recs,Email,Live,226,225,126,7,0,1,182,110,86,56.00%,8,3.11%,0,0,0.00%,0.44%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, IT",deleted,IT,#N/A
Sep 20 2025 - Mar 20 2026,TqZLKB,IT_AbandonBrowse,SKp4zB,IT_Trigger_Marketing_Abandon_Browse_Touch1_6Recs,Email,Live,578,578,335,34,0,0,614,342,224,57.96%,60,5.88%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, IT",deleted,IT,#N/A
Sep 20 2025 - Mar 20 2026,TqZLKB,IT_AbandonBrowse,UXppz4,IT_Trigger_Marketing_Abandon_Browse_Touch2,Email,Live,"30,993","30,858","7,715","1,861",15,135,"27,084","15,607","5,252",25.00%,"3,830",6.03%,15,0,0.05%,0.44%,0.00%,50,1.02,49,1,"13,443.25",268.86,0.16%,0.44,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,UJwrwH,IT_AbandonBrowse_HolidayEvent,SsiZVS,IT_Trigger_Marketing_Abandon_Browse_Touch1-HolidayEvent,Email,Draft,"2,698","2,693","1,304",222,0,5,"2,311","1,334",869,48.42%,340,8.24%,0,0,0.00%,0.19%,0.00%,8,1.14,7,1,"1,524.60",190.58,0.26%,0.57,"Marketing, EU, IT",draft,IT,#N/A
Sep 20 2025 - Mar 20 2026,UJwrwH,IT_AbandonBrowse_HolidayEvent,VTVgqz,IT_Trigger_Marketing_Abandon_Browse_Touch1-Sale-HolidayEvent,Email,Draft,"2,455","2,451","1,410",372,1,4,"2,645","1,418",919,57.53%,619,15.18%,1,0,0.04%,0.16%,0.00%,8,1.00,8,1,"1,498.39",187.30,0.33%,0.61,"Marketing, EU, IT",draft,IT,#N/A
Sep 20 2025 - Mar 20 2026,UJwrwH,IT_AbandonBrowse_HolidayEvent,VafXi3,IT_Trigger_Marketing_Abandon_Browse_Touch2-HolidayEvent,Email,Draft,"4,593","4,583","2,233",411,2,10,"4,306","2,405","1,456",48.72%,652,8.97%,2,0,0.04%,0.22%,0.00%,6,1.20,5,1,"1,735.27",289.21,0.11%,0.38,"Marketing, EU, IT",draft,IT,#N/A
Sep 20 2025 - Mar 20 2026,Tf5Zxi,IT_AbandonCart,RZ3Ui4,IT_Trigger_Marketing_Abandon_Cart_Touch1,Email,Live,"1,601","1,596",899,207,3,5,"1,598",846,572,56.33%,361,12.97%,3,0,0.19%,0.31%,0.00%,25,1.00,25,1,"7,676.96",307.08,1.57%,4.81,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,Tf5Zxi,IT_AbandonCart,WPVLyg,IT_Trigger_Marketing_Abandon_Cart_Touch1-Sale,Email,Live,"3,486","3,461","1,638",484,2,25,"3,297","1,881","1,077",47.33%,985,13.98%,2,0,0.06%,0.72%,0.00%,68,1.03,66,1,"17,019.87",250.29,1.91%,4.92,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,Tf5Zxi,IT_AbandonCart,WEsk2b,IT_Trigger_Marketing_Abandon_Cart_Touch1_BSMV,Email,Live,140,140,82,15,0,0,241,101,52,58.57%,31,10.71%,0,0,0.00%,0.00%,0.00%,3,1.00,3,1,"1,201.08",400.36,2.14%,8.58,"Marketing, EU, IT",deleted,IT,#N/A
Sep 20 2025 - Mar 20 2026,Tf5Zxi,IT_AbandonCart,VpzJH8,IT_Trigger_Marketing_Abandon_Cart_Touch1_YMAL,Email,Live,146,146,71,18,0,0,152,84,51,48.63%,33,12.33%,0,0,0.00%,0.00%,0.00%,5,1.00,5,1,"1,595.28",319.06,3.42%,10.93,"Marketing, EU, IT",deleted,IT,#N/A
Sep 20 2025 - Mar 20 2026,Tf5Zxi,IT_AbandonCart,Y9Tshe,IT_Trigger_Marketing_Abandon_Cart_Touch1_YMAL,Email,Live,244,244,154,27,0,0,304,153,95,63.12%,59,11.07%,0,0,0.00%,0.00%,0.00%,3,1.00,3,1,839.94,279.98,1.23%,3.44,"Marketing, EU, IT",deleted,IT,#N/A
Sep 20 2025 - Mar 20 2026,Tf5Zxi,IT_AbandonCart,RUqDWE,IT_Trigger_Marketing_Abandon_Cart_Touch2,Email,Live,"5,379","5,349","2,232",464,6,30,"4,669","2,739","1,484",41.73%,879,8.68%,6,0,0.11%,0.56%,0.00%,30,1.00,30,1,"6,588.78",219.63,0.56%,1.23,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,XxD9Lj,IT_AbandonCart_HolidayEvent,Yr9dtu,IT_Trigger_Marketing_Abandon_Cart_Touch1-HolidayEvent,Email,Draft,659,658,408,92,1,1,685,343,255,62.01%,170,13.98%,1,0,0.15%,0.15%,0.00%,10,1.00,10,1,"1,820.63",182.06,1.52%,2.77,"Marketing, EU, IT",draft,IT,#N/A
Sep 20 2025 - Mar 20 2026,XxD9Lj,IT_AbandonCart_HolidayEvent,WUC79G,IT_Trigger_Marketing_Abandon_Cart_Touch1-Sale-HolidayEvent,Email,Draft,775,771,476,166,1,4,874,408,291,61.74%,302,21.53%,1,0,0.13%,0.52%,0.00%,18,1.00,18,1,"3,601.99",200.11,2.33%,4.67,"Marketing, EU, IT",draft,IT,#N/A
Sep 20 2025 - Mar 20 2026,XxD9Lj,IT_AbandonCart_HolidayEvent,WpqNXb,IT_Trigger_Marketing_Abandon_Cart_Touch2-HolidayEvent,Email,Draft,"1,264","1,259",696,148,1,5,"1,154",617,448,55.28%,235,11.76%,1,0,0.08%,0.40%,0.00%,10,1.00,10,1,"2,993.66",299.37,0.79%,2.38,"Marketing, EU, IT",draft,IT,#N/A
Sep 20 2025 - Mar 20 2026,X7Q68E,IT_LowInventory,VPxJHs,IT_Trigger_Marketing_LowInventory,Email,Live,"2,959","2,945","1,325",274,4,14,"2,472","1,401",833,44.99%,447,9.30%,4,0,0.14%,0.47%,0.00%,10,1.00,10,1,"2,107.69",210.77,0.34%,0.72,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,RB4fWs,IT_Onboarding,UvS8vs,IT_Trigger_Marketing_Onboarding_J1,Email,Live,"4,594","4,369","2,608",540,14,225,"4,285","2,091","1,576",59.69%,964,12.36%,14,3,0.32%,4.90%,0.07%,58,1.00,58,1,"18,966.69",327.01,1.33%,4.34,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,RB4fWs,IT_Onboarding,WmiRRg,IT_Trigger_Marketing_Onboarding_J1_Control,Email,Live,152,144,104,27,1,8,223,98,68,72.22%,45,18.75%,1,0,0.69%,5.26%,0.00%,4,1.00,4,1,"2,169.82",542.45,2.78%,15.07,"Marketing, EU, IT",deleted,IT,#N/A
Sep 20 2025 - Mar 20 2026,RB4fWs,IT_Onboarding,WgFBvS,IT_Trigger_Marketing_Onboarding_J2,Email,Live,"4,296","4,233","2,125",294,11,63,"2,935","1,731","1,373",50.20%,420,6.95%,11,0,0.26%,1.47%,0.00%,5,1.00,5,1,"1,327.27",265.45,0.12%,0.31,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,RB4fWs,IT_Onboarding,WP5pM7,IT_Trigger_Marketing_Onboarding_J3_Control,Email,Live,"3,901","3,845","1,891",295,14,56,"2,596","1,563","1,249",49.18%,442,7.67%,14,0,0.36%,1.44%,0.00%,5,1.00,5,1,"1,398.39",279.68,0.13%,0.36,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,RB4fWs,IT_Onboarding,S3PHKs,IT_Trigger_Marketing_Onboarding_J3_Test,Email,Live,213,210,106,19,0,3,156,84,65,50.48%,29,9.05%,0,0,0.00%,1.41%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,RB4fWs,IT_Onboarding,TFYaFY,IT_Trigger_Marketing_Onboarding_J4,Email,Live,"3,778","3,753","1,627",155,2,25,"2,295","1,405","1,107",43.35%,273,4.13%,2,2,0.05%,0.66%,0.05%,1,1.00,1,1,225.41,225.41,0.03%,0.06,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,XCAwSs,IT_PostPurchase_FirstPurchase,RChPJn,IT_Trigger_Marketing_PostPurchase_FirstPurchase_D0,Email,Live,922,914,727,71,0,8,"1,248",562,432,79.54%,86,7.77%,0,0,0.00%,0.87%,0.00%,1,1.00,1,1,151.64,151.64,0.11%,0.17,"Marketing, EU, IT",live,IT,#N/A
Sep 20 2025 - Mar 20 2026,UqpJT7,IT_WinBack_2,XhBcW4,IT_Trigger_Marketing_WinBack_Touch1,Email,Draft,18,18,15,4,0,0,28,16,12,83.33%,14,22.22%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, IT",draft,IT,#N/A
Sep 20 2025 - Mar 20 2026,UqpJT7,IT_WinBack_2,RinvQH,IT_Trigger_Marketing_WinBack_Touch2,Email,Draft,9,9,7,2,0,0,10,6,5,77.78%,4,22.22%,0,0,0.00%,0.00%,0.00%,0,0.00,0,0,0.00,0.00,0.00%,0.00,"Marketing, EU, IT",draft,IT,#N/A
